Description,Revenue,CumulativeRevenue,CumulativeShare
star decoration painted zinc,1234.67,9413516.050000021,0.9135736115658181
set of 2 christmas decoupage candle,1232.27,9414748.32000002,0.9136932023062326
charlie and lola table tins,1230.78,9415979.10000002,0.9138126484434326
herb marker mint,1224.46,9417203.560000021,0.9139314812300849
pack of 20 spaceboy napkins,1222.61,9418426.17000002,0.9140501344758333
metal merry christmas wreath,1222.07,9419648.24000002,0.9141687353150475
200 red + white bendy straws,1221.43,9420869.67000002,0.9142872740428137
ivory wire kitchen organiser,1220.8200000000002,9422090.49000002,0.9144057535706064
kitchen metal sign,1218.95,9423309.44000002,0.9145240516165121
paper bunting vintage party,1218.48,9424527.92000002,0.9146423040493235
fanny's rest stopmetal sign,1217.73,9425745.65000002,0.9147604836952818
wrap circus parade,1213.34,9426958.99000002,0.9148782372955274
4 ivory dinner candles silver flock,1213.29,9428172.28000002,0.914995986043316
cardholder gingham star,1212.82,9429385.10000002,0.9151136891780103
pink diamante pen in gift box,1206.97,9430592.07000002,0.9152308245752514
organiser wood antique white,1205.3,9431797.370000022,0.9153477979004332
drawer knob vintage glass star,1201.04,9432998.41000002,0.91546435779629
next day carriage,1200.0,9434198.41000002,0.9155808167610441
school desk and chair,1199.75,9435398.16000002,0.9156972514635139
pack of 12 pink polkadot tissues,1197.73,9436595.890000021,0.9158134901267263
"key fob , garage design",1193.46,9437789.350000022,0.9159293143901226
ribbon reel flora + fauna,1193.0,9438982.350000022,0.9160450940109156
measuring tape babushka blue,1191.69,9440174.040000021,0.9161607464973387
small purple babushka notebook,1190.51,9441364.550000021,0.9162762844657798
vintage billboard mug,1186.23,9442550.780000022,0.9163914070639134
herb marker chives,1184.1200000000001,9443734.90000002,0.9165063248883671
pink fairy cake cushion cover,1182.99,9444917.890000021,0.9166211330472959
wall art loves' secret,1180.35,9446098.24000002,0.9167356849965022
musical zinc heart decoration,1179.8799999999999,9447278.120000022,0.9168501913326139
cherub heart decoration silver,1177.0,9448455.120000022,0.9169644181672102
triangular pouffe vintage,1176.6000000000001,9449631.720000021,0.9170786061821515
natural hanging quilted hearts,1175.3799999999999,9450807.100000022,0.9171926757971455
s/4 ivory mini rose candle in bowl,1174.6299999999999,9451981.730000023,0.9173066726252865
12 pencils tall tube posy,1173.8999999999999,9453155.630000023,0.9174205986075572
large round wicker platter,1173.53,9454329.160000023,0.917534488681647
boom box speaker girls,1172.48,9455501.640000023,0.9176482768541429
fridge magnets la vie en rose,1169.8999999999999,9456671.540000023,0.9177618146398644
large red babushka notebook,1168.99,9457840.530000024,0.917875264110871
lavender toilette bottle,1168.08,9459008.610000024,0.9179886252671626
orange tv tray table,1165.9099999999999,9460174.520000024,0.9181017758268263
mini playing cards dolly girl,1165.13,9461339.650000025,0.918214850688163
embroidered ribbon reel daisy,1164.98,9462504.630000025,0.9183279109921291
set of 2 ceramic christmas trees,1163.1299999999999,9463667.760000026,0.9184407917551911
dinosaur party bag + sticker set,1160.7099999999998,9464828.470000027,0.9185534376593409
french blue metal door sign 5,1160.29,9465988.760000026,0.918666042802853
wrap dolly girl,1160.0,9467148.760000026,0.9187786198021153
egg cup milkmaid heidi,1159.43,9468308.190000026,0.9188911414833693
large pink glass sundae dish,1157.8,9469465.990000026,0.9190035049745295
mini playing cards buffalo bill,1156.51,9470622.500000026,0.9191157432723027
decorative rose bathroom bottle,1154.17,9471776.670000026,0.9192277544750945
french blue metal door sign 3,1152.81,9472929.480000027,0.9193396336910598
decorative cats bathroom bottle,1152.4,9474081.880000027,0.9194514731168786
mobile vintage hearts,1151.3,9475233.180000028,0.9195632057886465
porcelain t-light holders assorted,1149.02,9476382.200000027,0.9196747171883812
cut glass hexagon t-light holder,1147.4099999999999,9477529.610000027,0.919786072339005
birds mobile vintage design,1147.27,9478676.880000027,0.9198974139027495
set/4 red mini rose candle in bowl,1145.73,9479822.610000027,0.9200086060108226
set of 2 tins vintage bathroom,1145.15,9480967.760000028,0.920119741830396
apron modern vintage cotton,1143.76,9482111.520000027,0.9202307427516686
small hammered silver candlepot,1143.3100000000002,9483254.830000028,0.9203417000008295
set of 6 heart chopsticks,1142.15,9484396.980000028,0.9204525446729911
airline bag vintage jet set white,1141.7,9485538.680000028,0.9205633456730409
blue polkadot beaker,1141.3999999999999,9486680.080000028,0.9206741175583495
fridge magnets les enfants assorted,1140.97,9487821.050000029,0.9207848477125291
mini playing cards spaceboy,1139.2,9488960.250000028,0.9208954060897355
wood stocking christmas scandispot,1138.98,9490099.230000028,0.9210059431161319
red retrospot tissue box,1138.2,9491237.430000028,0.9211164044442012
green rose washbag,1136.6,9492374.030000027,0.9212267104936507
set of 36 doilies spaceboy design,1135.3999999999999,9493509.430000028,0.9213369000841355
pin cushion babushka pink,1135.18,9494644.610000027,0.9214470683238102
"white tea,coffee,sugar jars",1134.5,9495779.110000027,0.9215571705700714
star decoration rustic,1134.45,9496913.560000027,0.9216672679638757
angel decoration stars on dress,1134.25,9498047.810000027,0.9217773459478527
mini jigsaw dolly girl,1130.58,9499178.390000027,0.9218870677614958
candy spot cushion cover,1129.99,9500308.380000027,0.9219967323161478
assorted creepy crawlies,1127.23,9501435.610000027,0.922106129015181
wood stamp set flowers,1124.04,9502559.650000026,0.922215216127466
card psychedelic apples,1123.8799999999999,9503683.530000027,0.9223242877118893
set of 6 kashmir folkart baubles,1121.9099999999999,9504805.440000027,0.922433168109512
tea time des tea cosy,1121.82,9505927.260000028,0.9225420397727124
pens assorted funky jeweled,1121.48,9507048.740000028,0.9226508784392061
christmas hanging tree with bell,1119.56,9508168.300000029,0.9227595307713563
mini playing cards gymkhana,1119.22,9509287.52000003,0.9228681501067997
large cake stand hanging hearts,1118.95,9510406.470000029,0.9229767432389759
trellis coat rack,1118.6100000000001,9511525.080000028,0.9230853033744455
pack of 12 pink paisley tissues,1116.9499999999998,9512642.030000027,0.9231937024083472
red flower crochet food cover,1116.89,9513758.920000028,0.9233020956193008
travel card wallet union jack,1115.93,9514874.850000028,0.9234103956630824
card suki birthday,1114.81,9515989.660000028,0.9235185870118304
embroidered ribbon reel susie,1114.26,9517103.920000028,0.9236267249835528
large purple babushka notebook,1112.75,9518216.670000028,0.9237347164110778
home garland painted zinc,1111.58,9519328.250000028,0.9238425942911124
50's christmas paper gift bag,1108.8899999999999,9520437.140000029,0.9239502111089675
hanging quilted patchwork apples,1108.58,9521545.720000029,0.9240577978415901
grow your own plant in a can,1107.87,9522653.590000028,0.9241653156693251
black candelabra t-light holder,1106.88,9523760.470000029,0.9242727374184143
small square cut glass candlestick,1106.54,9524867.010000028,0.9243801261707968
card gingham rose,1106.17,9525973.180000028,0.9244874790149984
rose 1 wick morris boxed candle,1104.8600000000001,9527078.040000027,0.9245947047248302
"birthday card, retro spot",1104.81,9528182.850000028,0.9247019255822052
cake stand lovebird 2 tier pink,1104.54,9529287.390000027,0.924809120236313
painted metal star with holly bells,1102.81,9530390.200000027,0.9249161469954135
silver plate candle bowl small,1101.2800000000002,9531491.480000027,0.9250230252693338
tea cosy red  stripe,1093.6,9532585.080000026,0.9251291582058796
zinc  heart t-light holder,1090.66,9533675.740000026,0.9252350058179618
pretty hanging quilted hearts,1090.02,9534765.760000026,0.9253407913185961
glitter heart decoration,1088.98,9535854.740000026,0.9254464758881278
silver hearts table decoration,1086.6499999999999,9536941.390000027,0.9255519343331695
polka dot raffia food cover,1085.32,9538026.710000027,0.9256572637028586
bohemian collage stationery set,1080.82,9539107.530000027,0.9257621563514299
set/4 skull badges,1080.0,9540187.530000027,0.9258669694197086
yellow metal chicken heart,1079.67,9541267.200000027,0.9259717504617719
"feather pen,light pink",1079.34,9542346.540000027,0.92607649947762
i love london beaker,1077.3,9543423.840000028,0.9261810505132281
vintage union jack shopping bag,1077.03,9544500.870000027,0.9262855753455689
"hook, 1 hanger ,magic garden",1070.85,9545571.720000027,0.9263895004142413
stripey chocolate nesting boxes,1070.26,9546641.980000027,0.9264933682239227
ping microwave apron,1069.1699999999998,9547711.150000026,0.9265971302500445
vintage bead pink purse,1068.32,9548779.470000027,0.9267008097843996
glitter christmas star,1067.82,9549847.290000027,0.926804440794186
drawer knob ceramic red,1067.6,9550914.890000027,0.9269080504531623
chocolate 3 wick morris box candle,1066.82,9551981.710000027,0.9270115844138114
"metal sign,cupcake single hook",1064.55,9553046.260000028,0.9271148980729189
french lavender scent heart,1064.44,9554110.700000027,0.9272182010566212
embroidered ribbon reel sophie,1062.35,9555173.050000027,0.9273213012076266
decorative wicker heart small,1062.28,9556235.330000026,0.9274243945651923
travel card wallet suki,1062.0,9557297.330000026,0.9275274607489997
blue pot plant candle,1060.9,9558358.230000027,0.9276304201787561
pink metal chicken heart,1059.67,9559417.900000026,0.9277332602380736
balloon art make your own flowers,1058.69,9560476.590000026,0.9278360051892365
local cafe mug,1057.71,9561534.300000027,0.9279386550322449
home sweet home 3 peg hanger,1057.28,9562591.580000026,0.9280412631441242
dolly girl wall art,1055.94,9563647.520000026,0.9281437412101595
disco ball rotator battery operated,1055.25,9564702.770000026,0.9282461523122901
set of 6 strawberry chopsticks,1054.44,9565757.210000025,0.9283484848046195
place setting white star,1053.5,9566810.710000025,0.9284507260707598
large chinese style scissor,1053.45,9567864.160000024,0.9285529624844433
hanging clear mini bottle,1051.14,9568915.300000025,0.9286549747146197
love heart trinket pot,1051.05,9569966.350000026,0.9287569782103737
sleeping cat erasers,1048.56,9571014.910000026,0.9288587400537759
vintage kid dolly card,1046.98,9572061.890000027,0.9289603485595411
home sweet home bottle,1045.8,9573107.690000027,0.9290618425473244
70's alphabet wall art,1043.1,9574150.790000027,0.9291630745024368
heart string memo holder hanging,1042.78,9575193.570000026,0.9292642754018253
red hearts light chain,1042.66,9576236.230000027,0.9293654646553174
wrap  vintage doily,1039.08,9577275.310000027,0.929466306472898
set of 6 t-lights easter chicks,1038.8700000000001,9578314.180000026,0.9295671279101596
"art lights,funk monkey",1037.54,9579351.720000025,0.9296678202720686
glitter star garland with bells,1037.05,9580388.770000026,0.9297684650799006
magnets pack of 4 vintage collage,1035.58,9581424.350000026,0.9298689672255006
rainy ladies birthday card,1033.81,9582458.160000026,0.9299692975941277
zinc heart flower t-light holder,1033.28,9583491.440000026,0.9300695765267118
empire tissue box,1033.22,9584524.660000026,0.930169849636348
kids rain mac blue,1032.6399999999999,9585557.300000027,0.9302700664574844
easter tin chicks pink daisy,1032.62,9586589.920000026,0.930370281337638
grey floral feltcraft shoulder bag,1031.69,9587621.610000025,0.9304704059620938
christmas tree star decoration,1031.56,9588653.170000026,0.930570517970162
jigsaw tree with birdhouse,1029.76,9589682.930000026,0.930670455289783
skulls  stickers,1028.58,9590711.510000026,0.930770278091422
purple paper parasol,1025.94,9591737.450000025,0.9308698446833384
3d dog picture playing cards,1025.5700000000002,9592763.020000026,0.9309693753670741
pack of 12 spaceboy tissues,1024.8999999999999,9593787.920000026,0.9310688410278879
french blue metal door sign 4,1024.28,9594812.200000025,0.9311682465182365
ivory enchanted forest placemat,1023.0,9595835.200000025,0.9312675277856893
sandwich bath sponge,1022.8,9596858.000000026,0.9313667896433148
3d hearts  honeycomb paper garland,1021.9000000000001,9597879.900000026,0.9314659641567167
heart mini portrait frame,1021.76,9598901.660000026,0.9315651250832392
zinc sweetheart wire letter rack,1020.69,9599922.350000026,0.9316641821671849
french garden sign blue metal,1019.83,9600942.180000026,0.9317631557888725
cast iron hook garden trowel,1018.19,9601960.370000025,0.931861970249975
wall art mid century modern,1015.78,9602976.150000025,0.9319605508226565
wall art buffalo bill,1014.8500000000001,9603991.000000024,0.9320590411396403
4 lily  botanical dinner candles,1013.01,9605004.010000024,0.9321573528862116
toast its - best mum,1010.21,9606014.220000025,0.9322553928951985
white heart confetti in tube,1008.4699999999999,9607022.690000026,0.9323532640386866
pocket bag blue paisley red spot,1007.15,9608029.840000026,0.9324510070773133
sweetheart wall tidy,1007.0799999999999,9609036.920000026,0.9325487433225005
set/3 christmas decoupage candles,1006.27,9610043.190000026,0.9326464009578863
cherry crochet food cover,1004.39,9611047.580000026,0.9327438761408942
boudoir square tissue box,1003.19,9612050.770000026,0.9328412348649372
pack of 6 cocktail parasol straws,1002.54,9613053.310000025,0.9329385305070409
wicker wreath small,1001.49,9614054.800000025,0.9330357242475505
toast its - i love you,998.83,9615053.630000025,0.933132659837355
wall art garden haven,998.64,9616052.270000026,0.9332295769878234
set/3 decoupage stacking tins,997.47,9617049.740000026,0.9333263805908012
brown  pirate treasure chest,996.8,9618046.540000027,0.933423119170857
embroidered ribbon reel rebecca,996.38,9619042.920000028,0.9335198169902751
miseltoe heart wreath cream,996.0000000000001,9620038.920000028,0.933616477931021
mini funky design tapes,994.84,9621033.760000028,0.9337130262947676
5 hook hanger magic toadstool,994.3799999999999,9622028.140000029,0.9338095300159112
assorted tutti frutti small purse,992.79,9623020.930000028,0.9339058794289263
